modifier,location,condition,default_hotkey,command_id,comment,application,group
new,feature,,,Pipe,Creates a solid pipe along a path,Autodesk Fusion 360,Solid — Create
new,feature,,,Create Base Feature,Starts an editable base feature (non-parametric),Autodesk Fusion 360,Solid — Create
new,feature,,F,Fillet,Rounds selected edges,Autodesk Fusion 360,Solid — Modify
new,feature,,,Chamfer,Bevels selected edges,Autodesk Fusion 360,Solid — Modify
new,feature,,,Shell,"Hollows a solid, leaving selected faces open",Autodesk Fusion 360,Solid — Modify
new,feature,,,Draft,Adds a taper angle to faces for molding/casting,Autodesk Fusion 360,Solid — Modify
new,feature,,,Thread,Adds cosmetic or modeled thread to a cylindrical face,Autodesk Fusion 360,Solid — Modify
new,feature,,Q,Press Pull,Extrudes/offsets a face or profile interactively,Autodesk Fusion 360,Solid — Modify
move,,,M,Move/Copy,"Moves, rotates, or copies bodies/components",Autodesk Fusion 360,Solid — Modify
new,feature,,,Combine,Boolean joins/cuts/intersects bodies,Autodesk Fusion 360,Solid — Modify
new,body,,,Split Body,Splits a body using a plane/face/sketch curve,Autodesk Fusion 360,Solid — Modify
new,feature,,,Split Face,Splits a face using a plane/sketch curve,Autodesk Fusion 360,Solid — Modify
replace,feature,,,Replace Face,Replaces a face with another surface,Autodesk Fusion 360,Solid — Modify
delete,feature,,,Delete Face,Removes a face and heals or leaves the gap,Autodesk Fusion 360,Solid — Modify
,,,,Scale,Scales a body uniformly or non-uniformly,Autodesk Fusion 360,Solid — Modify
open,setting,,,`ChangeParameterCommand`,Confirmed internal ID. Opens the Change Parameter / user-parameter edit dialog,Autodesk Fusion 360,Solid — Modify
rename,,,,`RenameCommand`,"Confirmed internal ID. Renames the selected component, body, sketch, or feature",Autodesk Fusion 360,Solid — Modify
,,,,Physical Material,Assigns a physical (density/mass) material to a body,Autodesk Fusion 360,Solid — Modify
,,,,Appearance,Assigns a visual appearance/material to a body or face,Autodesk Fusion 360,Solid — Modify
new,feature,,,Rectangular Pattern,Patterns features/bodies along one or two directions,Autodesk Fusion 360,"Solid — Pattern, Mirror & Combine"
new,feature,,,Circular Pattern,Patterns features/bodies around an axis,Autodesk Fusion 360,"Solid — Pattern, Mirror & Combine"
new,feature,,,Path Pattern,Patterns features/bodies along a curve,Autodesk Fusion 360,"Solid — Pattern, Mirror & Combine"
new,feature,,,Mirror (Feature),Mirrors solid features/bodies about a plane,Autodesk Fusion 360,"Solid — Pattern, Mirror & Combine"
new,feature,,,Pattern on Path,Alternate name for Path Pattern in some UI versions,Autodesk Fusion 360,"Solid — Pattern, Mirror & Combine"
new,component,,,Component Pattern,Patterns whole occurrences (not just features),Autodesk Fusion 360,"Solid — Pattern, Mirror & Combine"
new,surface,,,Patch,Fills a closed boundary loop with a surface,Autodesk Fusion 360,Surface
,,,,Extend (Surface),Extends a surface edge,Autodesk Fusion 360,Surface
,,,,Trim (Surface),Trims a surface against a cutting tool,Autodesk Fusion 360,Surface
new,surface,,,Stitch,Stitches adjacent surfaces into one surface or a solid,Autodesk Fusion 360,Surface
,,,,Unstitch,Separates a stitched surface/solid back into faces,Autodesk Fusion 360,Surface
new,feature,,,Thicken,Converts a surface into a solid of given thickness,Autodesk Fusion 360,Surface
new,surface,,,Ruled Surface,Creates a ruled surface from an edge/curve,Autodesk Fusion 360,Surface
,,,,Offset (Surface),Offsets a surface by a distance,Autodesk Fusion 360,Surface
new,body,,,Create Form,Enters the Sculpt (T-Spline) editing environment,Autodesk Fusion 360,Sculpt / T-Spline
new,body,,,Sculpt Box,Creates a primitive box T-Spline body,Autodesk Fusion 360,Sculpt / T-Spline
new,body,,,Sculpt Sphere,Creates a primitive sphere T-Spline body,Autodesk Fusion 360,Sculpt / T-Spline
new,body,,,Sculpt Cylinder,Creates a primitive cylinder T-Spline body,Autodesk Fusion 360,Sculpt / T-Spline
new,body,,,Sculpt Plane,Creates a primitive flat T-Spline body,Autodesk Fusion 360,Sculpt / T-Spline
new,body,,,Revolve (Sculpt),Creates a T-Spline body by revolving a profile,Autodesk Fusion 360,Sculpt / T-Spline
,,,,Edit Form,Free-form moves/rotates/scales T-Spline control points,Autodesk Fusion 360,Sculpt / T-Spline
,,,,Bridge (Sculpt),Connects two open edges/faces with new geometry,Autodesk Fusion 360,Sculpt / T-Spline
,,,,Fill Hole (Sculpt),Caps an open edge loop,Autodesk Fusion 360,Sculpt / T-Spline
,,,,Crease,Sharpens an edge on a smoothed T-Spline body,Autodesk Fusion 360,Sculpt / T-Spline
new,joint,,J,Joint,Creates a joint defining relative motion between components,Autodesk Fusion 360,Assembly / Joints
new,joint,,Shift+J,As-Built Joint,Creates a joint that preserves the components' current position,Autodesk Fusion 360,Assembly / Joints
new,joint,,,Joint Origin,Places a reusable joint reference point,Autodesk Fusion 360,Assembly / Joints
,,,,Rigid Group,Locks a set of components together as one rigid body,Autodesk Fusion 360,Assembly / Joints
new,component,,,New Component,Creates a new empty component in the assembly,Autodesk Fusion 360,Assembly / Joints
lock,component,,,Ground,Fixes a component in place relative to the assembly origin,Autodesk Fusion 360,Assembly / Joints
,,,,Align,Aligns two components' faces/points/axes,Autodesk Fusion 360,Assembly / Joints
new,study,,,Motion Study,Opens a study for previewing joint-driven motion,Autodesk Fusion 360,Assembly / Joints
,,,,Contact Sets,Enables collision detection between selected components,Autodesk Fusion 360,Assembly / Joints
insert,component,,,Insert Derive,Inserts another design as a linked/derived component,Autodesk Fusion 360,Assembly / Joints
new,feature,,,Flange,"Adds a sheet-metal flange from a sketch, edge, or face",Autodesk Fusion 360,Sheet Metal
new,feature,,,Contour Flange,Extrudes a sheet-metal profile with bend allowances,Autodesk Fusion 360,Sheet Metal
new,feature,,,Lofted Flange,Lofts a sheet-metal wall between two open profiles,Autodesk Fusion 360,Sheet Metal
,,,,Convert to Sheet Metal,Converts an existing solid body to sheet metal rules,Autodesk Fusion 360,Sheet Metal
expand,,,,Unfold,Temporarily unfolds bent walls for editing,Autodesk Fusion 360,Sheet Metal
collapse,,,,Refold,Re-folds walls unfolded by Unfold,Autodesk Fusion 360,Sheet Metal
new,feature,,,Flat Pattern,Generates the flattened manufacturing pattern,Autodesk Fusion 360,Sheet Metal
new,feature,,,Bend,Adds a bend feature at a sketch line,Autodesk Fusion 360,Sheet Metal
new,feature,,,Corner Round,Rounds a sheet-metal corner,Autodesk Fusion 360,Sheet Metal
new,feature,,,Corner Chamfer,Chamfers a sheet-metal corner,Autodesk Fusion 360,Sheet Metal
new,feature,,,Rip,Splits a face to allow it to bend or unfold,Autodesk Fusion 360,Sheet Metal
insert,mesh,,,Insert Mesh,"Imports a mesh file (STL, OBJ, etc.) into the design",Autodesk Fusion 360,Mesh
,,,,Mesh to BRep,Converts a mesh body to a solid B-Rep body,Autodesk Fusion 360,Mesh
,,,,Remesh,Re-triangulates a mesh to a new resolution,Autodesk Fusion 360,Mesh
less,mesh,,,Reduce,Reduces a mesh's triangle count,Autodesk Fusion 360,Mesh
,,,,Prepare Mesh,Repairs/cleans a mesh before further editing,Autodesk Fusion 360,Mesh
,,,,Modify Mesh,"Smooths, offsets, or otherwise edits mesh geometry",Autodesk Fusion 360,Mesh
new,sketch,,,Mesh Section Sketch,Creates a sketch from a mesh cross-section,Autodesk Fusion 360,Mesh
,,,,Watertight Analysis,Checks a mesh body for gaps/non-manifold errors,Autodesk Fusion 360,Mesh
new,study,,,New Study,Creates a new simulation study and selects a study type,Autodesk Fusion 360,Simulation
,,,,Loads,"Applies forces, pressures, or torques to the model",Autodesk Fusion 360,Simulation
new,constraint,,,Constraints (Simulation),Fixes or restrains geometry for the study,Autodesk Fusion 360,Simulation
,,,,Contacts,Defines how bodies interact/touch in the study,Autodesk Fusion 360,Simulation
,,,,Study Materials,Assigns simulation material properties,Autodesk Fusion 360,Simulation
open,setting,,,Mesh Settings,Controls the finite-element mesh density,Autodesk Fusion 360,Simulation
run,study,,,Simulate,Runs the solve for the active study,Autodesk Fusion 360,Simulation
show,study,,,Results,Displays stress/displacement/factor-of-safety results,Autodesk Fusion 360,Simulation
,,,,In-Canvas Render,Toggles progressive photorealistic rendering in the viewport,Autodesk Fusion 360,Render
run,,,,Render (Cloud/Local Gallery),Sends the scene to a full offline render job,Autodesk Fusion 360,Render
,,,,Appearance (Render),Opens the appearance library for material assignment,Autodesk Fusion 360,Render
,,,,Decal,Applies an image decal to a face,Autodesk Fusion 360,Render
open,setting,,,Scene Settings,Configures environment lighting/backdrop for rendering,Autodesk Fusion 360,Render
,,,,Ground Plane,Adds/adjusts a render ground plane and shadow catcher,Autodesk Fusion 360,Render
new,drawing,,,Base View,Places the first view of a model on a drawing sheet,Autodesk Fusion 360,Drawing / Documentation
new,drawing,,,Projected View,Creates an orthographic view projected from a base view,Autodesk Fusion 360,Drawing / Documentation
new,drawing,,,Section View,Creates a cross-sectional drawing view,Autodesk Fusion 360,Drawing / Documentation
new,drawing,,,Detail View,Creates a magnified callout of part of a view,Autodesk Fusion 360,Drawing / Documentation
,,,,Break View,Shortens a long view with a break,Autodesk Fusion 360,Drawing / Documentation
new,dimension,,,General Dimension,Adds a linear/angular/radial dimension to a drawing,Autodesk Fusion 360,Drawing / Documentation
new,dimension,,,Ordinate Dimension,Adds a baseline (ordinate) dimension set,Autodesk Fusion 360,Drawing / Documentation
new,drawing,,,Center Mark,Marks the center of a circular edge,Autodesk Fusion 360,Drawing / Documentation
new,drawing,,,Centerline,Adds a centerline between two edges/points,Autodesk Fusion 360,Drawing / Documentation
new,drawing,,,Surface Finish Symbol,Adds a surface-texture callout,Autodesk Fusion 360,Drawing / Documentation
new,drawing,,,Geometric Tolerance,Adds a GD&T feature control frame,Autodesk Fusion 360,Drawing / Documentation
new,drawing,,,Balloon,Adds a BOM item-number balloon,Autodesk Fusion 360,Drawing / Documentation
new,drawing,,,Parts List,Inserts a bill-of-materials table,Autodesk Fusion 360,Drawing / Documentation
new,drawing,,,Hole Table,Inserts a table listing hole positions/sizes,Autodesk Fusion 360,Drawing / Documentation
new,sheet,,,New Sheet,Adds a new drawing sheet,Autodesk Fusion 360,Drawing / Documentation
new,toolpath,,,New Setup,"Defines stock, WCS, and post configuration for a job",Autodesk Fusion 360,Manufacture / CAM
new,toolpath,,,2D Adaptive Clearing,Roughs a pocket with adaptive-clearing toolpaths,Autodesk Fusion 360,Manufacture / CAM
new,toolpath,,,2D Pocket,Clears material from a closed 2D boundary,Autodesk Fusion 360,Manufacture / CAM
new,toolpath,,,2D Contour,Cuts along a 2D profile boundary,Autodesk Fusion 360,Manufacture / CAM
new,toolpath,,,2D Face,Faces the top of the stock flat,Autodesk Fusion 360,Manufacture / CAM
new,toolpath,,,Drill,Cycles a drilling toolpath on selected holes,Autodesk Fusion 360,Manufacture / CAM
new,toolpath,,,3D Adaptive Clearing,Roughs a 3D solid with adaptive-clearing toolpaths,Autodesk Fusion 360,Manufacture / CAM
new,toolpath,,,3D Parallel,Finishes a 3D surface with parallel passes,Autodesk Fusion 360,Manufacture / CAM
new,toolpath,,,3D Contour,Finishes a 3D surface following contour lines,Autodesk Fusion 360,Manufacture / CAM
restart,toolpath,,G,Regenerate Toolpath,Recomputes the selected/out-of-date toolpaths,Autodesk Fusion 360,Manufacture / CAM
run,toolpath,,,Simulate (CAM),Simulates material removal for the selected toolpaths,Autodesk Fusion 360,Manufacture / CAM
run,toolpath,,,Post Process,Generates NC code from the selected toolpaths,Autodesk Fusion 360,Manufacture / CAM
new,sheet,,,Setup Sheet,Generates a documentation sheet for a setup,Autodesk Fusion 360,Manufacture / CAM
show,toolpath,,,Backplot,Steps through toolpath motion move-by-move,Autodesk Fusion 360,Manufacture / CAM
go_to,timeline,,,Roll History Marker Here,Moves the timeline playhead to just after a feature,Autodesk Fusion 360,Timeline / History
disable,feature,,,Suppress Features,Temporarily disables selected timeline features,Autodesk Fusion 360,Timeline / History
disable,feature,,,Skip,Excludes selected features from the design without deleting them,Autodesk Fusion 360,Timeline / History
open,feature,,,Edit Feature,Reopens a timeline feature's dialog for editing,Autodesk Fusion 360,Timeline / History
,,,,Group,Groups consecutive timeline features together,Autodesk Fusion 360,Timeline / History
restart,timeline,,,`FusionComputeAllCommand`,Confirmed internal ID. Forces a full recompute of the design,Autodesk Fusion 360,Timeline / History
rename,feature,,,`FusionRenameTimelineEntryCommand`,Confirmed internal ID. Renames a timeline feature entry,Autodesk Fusion 360,Timeline / History
,,,,Insert (Timeline Position),Sets where new features are inserted into history,Autodesk Fusion 360,Timeline / History
new,project,,,New Project,Creates a new project folder in the Data Panel,Autodesk Fusion 360,Data Panel / Project
new,folder,,,New Folder,Creates a subfolder within a project,Autodesk Fusion 360,Data Panel / Project
,,,,Upload (Data Panel),Uploads local files into the current project,Autodesk Fusion 360,Data Panel / Project
move,file,,,Move,Moves a file/folder to another project or folder,Autodesk Fusion 360,Data Panel / Project
copy,file,,,Copy,Copies a file to another project or folder,Autodesk Fusion 360,Data Panel / Project
delete,file,,,Delete (Data Panel),Deletes a file or folder (moves to Recycle Bin),Autodesk Fusion 360,Data Panel / Project
show,history,,,Version History,Lists and restores prior saved versions of a file,Autodesk Fusion 360,Data Panel / Project
open,setting,,,Manage Access,Sets sharing/collaborator permissions on a project,Autodesk Fusion 360,Data Panel / Project
show,document,,,`FusionPropertiesCommand`,Confirmed internal ID. Opens the document properties dialog,Autodesk Fusion 360,Data Panel / Project
,,,,`DesignConfigurationActivateRowCmd`,Confirmed internal ID. Activates a row in the design's Configurations table,Autodesk Fusion 360,Data Panel / Project
